cadence,distance,enhanced_altitude,enhanced_speed,fractional_cadence,heart_rate,position_lat,position_long,temperature,timestamp,unknown_87,unknown_88,unknown_90
75,2552.96,590.0,2.389,0.5,139,508995318.0,278287349.0,19,2023-05-12 17:19:53,0,300,
75,2573.84,590.2,2.407,0.5,141,508994823.0,278284196.0,19,2023-05-12 17:20:01,0,300,
75,2589.87,590.8,2.398,0.0,142,508994332.0,278281657.0,19,2023-05-12 17:20:07,0,300,
74,2603.8,591.2,2.445,0.0,139,508994307.0,278279765.0,19,2023-05-12 17:20:12,0,100,
73,2617.22,591.5999999999999,2.426,0.0,139,508994195.0,278277558.0,19,2023-05-12 17:20:18,0,100,
74,2635.08,591.5999999999999,2.501,0.0,139,508994117.0,278274944.0,19,2023-05-12 17:20:23,0,100,
74,2649.43,591.5999999999999,2.641,0.0,138,508994150.0,278272925.0,19,2023-05-12 17:20:28,0,100,
75,2656.98,592.0,2.678,0.0,141,508994046.0,278271891.0,19,2023-05-12 17:20:31,0,100,
75,2661.42,592.2,2.659,0.5,141,508993932.0,278271204.0,19,2023-05-12 17:20:33,0,100,
75,2663.55,592.4000000000001,2.631,0.5,141,508993855.0,278270780.0,19,2023-05-12 17:20:34,0,100,
76,2682.95,592.4000000000001,2.529,0.5,142,508992883.0,278267823.0,19,2023-05-12 17:20:41,0,300,
77,2694.01,593.0,2.613,0.0,145,508992333.0,278266054.0,19,2023-05-12 17:20:45,0,100,
77,2707.08,593.2,2.594,0.0,145,508991443.0,278264089.0,19,2023-05-12 17:20:50,0,300,
77,2717.0,593.2,2.547,0.0,146,508991089.0,278262515.0,19,2023-05-12 17:20:54,0,100,
77,2720.09,593.2,2.547,0.0,146,508990957.0,278262160.0,19,2023-05-12 17:20:55,0,100,
76,2729.77,593.4000000000001,2.566,0.5,146,508990549.0,278261093.0,19,2023-05-12 17:20:58,0,100,
75,2735.42,593.5999999999999,2.566,0.5,144,508990173.0,278260344.0,19,2023-05-12 17:21:01,0,100,
75,2743.16,594.0,2.398,0.0,144,508989109.0,278259160.0,19,2023-05-12 17:21:06,0,100,
75,2748.05,593.8,1.913,0.0,144,508989031.0,278258122.0,19,2023-05-12 17:21:08,0,300,
76,2759.28,593.8,2.725,0.5,143,508988852.0,278257029.0,19,2023-05-12 17:21:11,0,300,
78,2772.24,594.4000000000001,2.874,0.0,146,508988478.0,278255835.0,19,2023-05-12 17:21:15,0,300,
77,2776.92,594.4000000000001,2.734,0.0,146,508988245.0,278255337.0,19,2023-05-12 17:21:17,0,300,
75,2789.06,594.5999999999999,2.519,0.5,149,508987812.0,278254034.0,19,2023-05-12 17:21:21,0,100,
76,2796.02,594.5999999999999,2.715,0.5,148,508987699.0,278253468.0,19,2023-05-12 17:21:23,0,100,
78,2807.74,594.4000000000001,2.781,0.0,147,508987455.0,278252011.0,19,2023-05-12 17:21:28,0,100,
77,2825.17,594.4000000000001,2.557,0.0,147,508986428.0,278249981.0,19,2023-05-12 17:21:35,0,300,
77,2828.12,594.4000000000001,2.631,0.0,143,508986267.0,278249691.0,19,2023-05-12 17:21:36,0,300,
77,2836.31,594.5999999999999,2.669,0.0,140,508985748.0,278248761.0,19,2023-05-12 17:21:39,0,300,
76,2842.77,594.8,2.659,0.5,139,508985285.0,278247784.0,19,2023-05-12 17:21:42,0,300,
78,2852.36,595.4000000000001,2.631,0.0,138,508984897.0,278246636.0,19,2023-05-12 17:21:46,0,300,
78,2856.28,595.4000000000001,2.641,0.0,137,508984696.0,278246124.0,19,2023-05-12 17:21:48,0,300,
76,2864.0,595.4000000000001,2.547,0.5,136,508983845.0,278244397.0,19,2023-05-12 17:21:53,0,300,
76,2866.17,595.4000000000001,2.519,0.5,136,508983645.0,278244050.0,19,2023-05-12 17:21:54,0,300,
76,2872.8,595.5999999999999,2.379,0.5,135,508982950.0,278242864.0,19,2023-05-12 17:21:58,0,300,
77,2880.04,595.8,2.258,0.0,135,508982292.0,278241852.0,19,2023-05-12 17:22:02,0,300,-1.0
77,2892.08,595.8,2.342,0.0,134,508981397.0,278240780.0,19,2023-05-12 17:22:06,0,300,-1.0
76,2895.38,595.8,2.426,0.5,134,508981140.0,278240494.0,19,2023-05-12 17:22:07,0,300,-2.0
79,2905.73,595.8,2.734,0.0,133,508980299.0,278239567.0,19,2023-05-12 17:22:11,0,300,-2.0
79,2907.29,596.0,2.697,0.0,133,508980142.0,278239366.0,19,2023-05-12 17:22:12,0,300,-2.0
78,2910.62,596.0,2.258,0.0,133,508979812.0,278238897.0,19,2023-05-12 17:22:14,0,300,-2.0
78,2916.93,596.0,2.249,0.0,134,508979371.0,278238374.0,19,2023-05-12 17:22:16,0,300,-2.0
77,2935.04,596.2,2.771,0.0,134,508977760.0,278236886.0,19,2023-05-12 17:22:22,0,300,-1.0
77,2959.57,596.0,3.098,0.0,133,508976475.0,278235466.0,19,2023-05-12 17:22:27,0,300,-1.0
77,2977.38,596.5999999999999,3.042,0.0,133,508975595.0,278233799.0,19,2023-05-12 17:22:32,0,300,-1.0
75,2985.79,597.4000000000001,2.865,0.5,132,508974963.0,278232836.0,19,2023-05-12 17:22:35,0,300,-1.0
75,3000.76,597.0,3.088,0.5,132,508973744.0,278231752.0,19,2023-05-12 17:22:40,0,300,-1.0
75,3009.13,597.2,3.07,0.0,132,508973028.0,278231231.0,19,2023-05-12 17:22:43,0,300,-1.0
76,3024.04,597.5999999999999,3.042,0.5,132,508971832.0,278230093.0,19,2023-05-12 17:22:48,0,300,-1.0
77,3029.14,597.4000000000001,3.032,0.0,132,508971429.0,278229660.0,19,2023-05-12 17:22:50,0,300,-1.0
78,3047.51,597.5999999999999,2.958,0.0,132,508970122.0,278228087.0,19,2023-05-12 17:22:57,0,300,-1.0
77,3065.15,598.4000000000001,2.93,0.0,133,508968851.0,278226716.0,19,2023-05-12 17:23:03,0,300,-1.0
77,3086.45,598.8,2.93,0.0,132,508967156.0,278224987.0,19,2023-05-12 17:23:11,0,300,-1.0
79,3112.55,599.4000000000001,2.874,0.0,132,508965496.0,278223109.0,19,2023-05-12 17:23:19,0,300,-1.0
79,3116.13,599.4000000000001,2.874,0.0,132,508965321.0,278222842.0,19,2023-05-12 17:23:20,0,300,-1.0
78,3135.62,599.0,2.865,0.0,130,508963893.0,278220763.0,19,2023-05-12 17:23:28,0,300,-1.0
77,3155.78,599.0,2.855,0.5,130,508962483.0,278218559.0,19,2023-05-12 17:23:35,0,300,-1.0
77,3158.82,598.8,2.855,0.0,130,508962284.0,278218269.0,19,2023-05-12 17:23:36,0,300,-1.0
77,3173.42,598.2,2.846,0.0,132,508961242.0,278216993.0,19,2023-05-12 17:23:42,0,300,-1.0
78,3190.52,598.5999999999999,2.79,0.0,132,508959917.0,278215136.0,19,2023-05-12 17:23:49,0,300,-1.0
78,3205.5,599.0,2.706,0.0,134,508959370.0,278213143.0,19,2023-05-12 17:23:56,0,300,-1.0
77,3215.06,598.5999999999999,2.631,0.5,134,508960104.0,278212163.0,19,2023-05-12 17:23:59,0,300,-1.0
78,3233.45,599.2,2.743,0.0,132,508961482.0,278210561.0,19,2023-05-12 17:24:05,0,300,-1.0
78,3242.76,599.5999999999999,2.846,0.0,132,508962137.0,278209730.0,19,2023-05-12 17:24:08,0,300,-1.0
78,3245.72,599.8,2.846,0.0,132,508962287.0,278209300.0,19,2023-05-12 17:24:09,0,300,-1.0
77,3262.96,599.8,2.809,0.5,133,508962220.0,278206998.0,19,2023-05-12 17:24:15,0,300,-1.0
78,3276.3,599.8,2.818,0.0,133,508961635.0,278205211.0,19,2023-05-12 17:24:20,0,300,-1.0
77,3278.72,600.0,2.818,0.0,133,508961643.0,278204847.0,19,2023-05-12 17:24:21,0,300,-1.0
76,3292.16,600.0,2.753,0.5,133,508961509.0,278203245.0,19,2023-05-12 17:24:26,0,300,-1.0
78,3302.92,600.2,2.715,0.0,133,508961651.0,278201869.0,19,2023-05-12 17:24:32,0,300,-1.0
77,3310.8,600.4000000000001,2.445,0.0,133,508961496.0,278200126.0,19,2023-05-12 17:24:38,0,300,-1.0
78,3316.81,600.4000000000001,2.333,0.0,133,508961326.0,278199298.0,19,2023-05-12 17:24:40,0,300,-1.0
78,3319.82,600.4000000000001,2.333,0.0,133,508961255.0,278198893.0,19,2023-05-12 17:24:41,0,300,-1.0
77,3331.29,600.4000000000001,2.491,0.0,132,508960926.0,278197417.0,19,2023-05-12 17:24:45,0,300,-1.0
76,3342.21,600.2,2.426,0.5,130,508961373.0,278196079.0,19,2023-05-12 17:24:50,0,300,-1.0
75,3350.69,600.4000000000001,2.342,0.5,129,508962190.0,278194917.0,19,2023-05-12 17:24:55,0,300,-1.0
75,3351.82,601.2,2.333,0.5,129,508962223.0,278194755.0,19,2023-05-12 17:24:56,0,300,-1.0
76,3353.26,601.5999999999999,2.314,0.5,129,508962267.0,278194526.0,19,2023-05-12 17:24:57,0,300,-1.0
76,3356.75,601.8,2.211,0.5,130,508962415.0,278193849.0,19,2023-05-12 17:24:59,0,300,-1.0
76,3362.98,602.0,2.193,0.5,130,508962420.0,278192898.0,19,2023-05-12 17:25:02,0,300,-1.0
75,3367.49,602.0,2.211,0.5,129,508962313.0,278192286.0,19,2023-05-12 17:25:04,0,300,-1.0
75,3373.91,602.0,2.211,0.0,128,508961995.0,278191499.0,19,2023-05-12 17:25:07,0,300,-1.0
75,3383.96,602.0,2.202,0.0,127,508961502.0,278190897.0,19,2023-05-12 17:25:09,0,300,-1.0
75,3386.57,602.0,1.95,0.0,126,508961177.0,278190603.0,19,2023-05-12 17:25:10,0,300,-1.0
75,3389.61,601.8,2.062,0.5,125,508960937.0,278190136.0,19,2023-05-12 17:25:13,0,300,-1.0
75,3391.48,601.5999999999999,1.736,0.5,123,508960572.0,278190144.0,19,2023-05-12 17:25:18,0,300,-1.0
75,3391.66,601.5999999999999,1.568,0.5,123,508960518.0,278190125.0,19,2023-05-12 17:25:20,0,300,-1.0
82,3393.87,601.8,1.101,0.0,123,508960646.0,278189731.0,19,2023-05-12 17:25:23,0,300,-1.0
82,3394.83,602.5999999999999,1.101,0.0,123,508960731.0,278189475.0,19,2023-05-12 17:25:24,0,300,-1.0
82,3399.7,603.2,1.913,0.0,124,508961196.0,278188744.0,19,2023-05-12 17:25:27,0,300,-1.0
78,3415.26,603.2,2.062,0.0,125,508962321.0,278186699.0,19,2023-05-12 17:25:34,0,300,-1.0
77,3431.88,603.5999999999999,2.034,0.0,127,508963039.0,278184690.0,19,2023-05-12 17:25:41,0,300,-1.0
77,3434.2,603.8,2.043,0.0,127,508963010.0,278184150.0,19,2023-05-12 17:25:42,0,300,-1.0
76,3442.26,603.8,2.127,0.5,130,508963069.0,278183149.0,19,2023-05-12 17:25:46,0,300,-1.0
76,3446.23,603.8,2.09,0.5,131,508963422.0,278182765.0,19,2023-05-12 17:25:48,0,300,-1.0
77,3456.4,604.2,2.127,0.0,132,508964287.0,278181783.0,19,2023-05-12 17:25:53,0,300,-1.0
76,3458.08,604.2,2.127,0.5,132,508964319.0,278181431.0,19,2023-05-12 17:25:54,0,300,-1.0
76,3466.54,604.0,2.09,0.5,131,508965181.0,278179271.0,19,2023-05-12 17:25:59,0,300,-1.0
76,3470.87,603.5999999999999,2.053,0.5,129,508965745.0,278179197.0,19,2023-05-12 17:26:04,0,300,-1.0
78,3478.02,603.5999999999999,1.941,0.0,128,508966586.0,278179069.0,19,2023-05-12 17:26:09,0,300,-1.0
79,3490.83,603.4000000000001,2.006,0.0,129,508968074.0,278179256.0,19,2023-05-12 17:26:15,0,300,-1.0
77,3499.4,604.0,2.034,0.5,129,508969297.0,278179299.0,19,2023-05-12 17:26:20,0,300,-1.0
78,3502.8,604.2,2.015,0.0,129,508969675.0,278179398.0,19,2023-05-12 17:26:22,0,300,-1.0
78,3505.76,604.8,2.034,0.0,129,508970085.0,278179355.0,19,2023-05-12 17:26:24,0,300,-1.0
78,3507.61,604.8,2.015,0.0,129,508970316.0,278179354.0,19,2023-05-12 17:26:25,0,300,-1.0
79,3518.25,605.4000000000001,1.95,0.5,130,508971566.0,278179629.0,19,2023-05-12 17:26:31,0,300,-1.0
78,3525.39,605.0,1.941,0.0,130,508972262.0,278179451.0,19,2023-05-12 17:26:35,0,300,-1.0
78,3526.88,605.0,1.931,0.0,130,508972450.0,278179372.0,19,2023-05-12 17:26:36,0,300,-1.0
78,3532.74,605.0,1.894,0.0,130,508972997.0,278179163.0,19,2023-05-12 17:26:39,0,300,-1.0
78,3537.11,605.0,1.903,0.0,130,508973729.0,278179403.0,19,2023-05-12 17:26:41,0,300,-1.0
78,3539.76,605.0,1.903,0.5,130,508974317.0,278179428.0,19,2023-05-12 17:26:42,0,300,-1.0
78,3545.53,605.0,1.922,0.0,130,508975247.0,278178865.0,19,2023-05-12 17:26:45,0,300,-1.0
78,3558.38,605.4000000000001,1.941,0.0,129,508976246.0,278177539.0,19,2023-05-12 17:26:51,0,300,-1.0
77,3562.47,605.8,1.95,0.5,130,508976415.0,278176996.0,19,2023-05-12 17:26:53,0,300,-1.0
78,3572.19,606.4000000000001,1.959,0.5,130,508977425.0,278176182.0,19,2023-05-12 17:26:57,0,300,-1.0
78,3585.75,606.8,2.025,0.0,129,508978182.0,278174262.0,19,2023-05-12 17:27:03,0,300,-1.0
79,3592.76,606.8,2.034,0.0,130,508978271.0,278172985.0,19,2023-05-12 17:27:07,0,300,-1.0
79,3595.86,606.8,2.025,0.0,130,508978263.0,278172502.0,19,2023-05-12 17:27:09,0,300,-1.0
78,3601.32,607.2,2.015,0.0,131,508977865.0,278171787.0,19,2023-05-12 17:27:11,0,300,-1.0
78,3605.73,607.4000000000001,2.015,0.0,131,508977506.0,278170816.0,19,2023-05-12 17:27:13,0,300,-1.0
78,3624.25,607.8,2.062,0.0,133,508977342.0,278168766.0,19,2023-05-12 17:27:19,0,300,-1.0
78,3625.62,608.0,2.071,0.0,133,508977293.0,278168424.0,19,2023-05-12 17:27:20,0,300,-1.0
78,3631.4,608.2,2.034,0.0,133,508976973.0,278167418.0,19,2023-05-12 17:27:23,0,300,-1.0
78,3648.27,608.2,2.277,0.0,134,508976352.0,278164704.0,20,2023-05-12 17:27:29,0,300,-1.0
78,3659.83,608.5999999999999,2.305,0.0,135,508976550.0,278163237.0,20,2023-05-12 17:27:34,0,300,-1.0
78,3670.37,609.0,2.174,0.0,134,508976632.0,278161692.0,20,2023-05-12 17:27:39,0,300,-1.0
79,3672.48,609.0,2.174,0.0,134,508976630.0,278161398.0,20,2023-05-12 17:27:40,0,300,-1.0
78,3682.04,609.4000000000001,2.127,0.0,133,508976968.0,278159724.0,20,2023-05-12 17:27:45,0,300,-1.0
77,3694.49,609.8,2.183,0.0,133,508977540.0,278158008.0,20,2023-05-12 17:27:50,0,300,-1.0
78,3710.01,610.0,2.23,0.0,132,508977911.0,278156029.0,20,2023-05-12 17:27:55,0,300,-1.0
78,3716.52,610.0,2.305,0.0,131,508978027.0,278155309.0,20,2023-05-12 17:27:57,0,300,-1.0
77,3731.1,610.8,2.323,0.0,130,508977765.0,278153338.0,20,2023-05-12 17:28:04,0,300,-1.0
77,3740.75,611.2,2.277,0.0,131,508977858.0,278151875.0,20,2023-05-12 17:28:09,0,300,-1.0
77,3742.26,611.4000000000001,2.277,0.0,131,508977863.0,278151611.0,20,2023-05-12 17:28:10,0,300,-1.0
77,3749.62,611.8,2.249,0.0,131,508977630.0,278150083.0,20,2023-05-12 17:28:15,0,300,-1.0
77,3762.56,612.0,2.211,0.0,130,508978122.0,278148273.0,20,2023-05-12 17:28:21,0,300,-1.0
76,3773.01,612.2,2.211,0.5,129,508978009.0,278146464.0,20,2023-05-12 17:28:26,0,300,-1.0
76,3776.33,612.4000000000001,2.258,0.5,129,508977706.0,278145554.0,20,2023-05-12 17:28:28,0,300,-1.0
78,3786.94,612.8,2.202,0.0,130,508977514.0,278143991.0,20,2023-05-12 17:28:32,0,300,-1.0
78,3795.45,613.0,2.342,0.0,130,508977779.0,278142923.0,20,2023-05-12 17:28:35,0,300,-1.0
76,3798.24,613.0,2.389,0.5,129,508978191.0,278142810.0,20,2023-05-12 17:28:37,0,300,-1.0
78,3809.48,613.0,2.211,0.0,129,508979433.0,278142635.0,20,2023-05-12 17:28:44,0,300,-1.0
0,3815.64,613.0,2.211,0.0,129,508979428.0,278142752.0,20,2023-05-12 17:28:49,0,100,-1.0
0,3816.01,613.0,0.0,0.0,129,508980283.0,278143769.0,20,2023-05-12 17:28:51,0,100,-1.0
0,3816.01,612.2,2.566,0.0,89,508978342.0,278142827.0,21,2023-05-12 17:31:49,0,100,-1.0
0,3817.6,612.4000000000001,1.148,0.0,89,508978163.0,278142893.0,21,2023-05-12 17:31:50,0,100,-1.0
50,3819.76,612.4000000000001,1.148,0.5,87,508978006.0,278142963.0,21,2023-05-12 17:31:51,0,100,-1.0
0,3822.64,612.4000000000001,1.428,0.0,87,508977772.0,278143085.0,21,2023-05-12 17:31:53,0,300,-1.0
50,3824.2,612.4000000000001,1.381,0.5,86,508977472.0,278143219.0,21,2023-05-12 17:31:55,0,300,-1.0
53,3828.83,612.2,1.194,0.5,87,508976847.0,278143062.0,21,2023-05-12 17:32:00,0,300,-1.0
51,3831.85,612.4000000000001,1.026,0.5,88,508976242.0,278143085.0,21,2023-05-12 17:32:04,0,100,-1.0
69,3833.97,612.4000000000001,0.998,0.0,87,508975993.0,278143113.0,21,2023-05-12 17:32:06,0,100,-1.0
69,3835.14,612.4000000000001,1.064,0.0,88,508975869.0,278143084.0,21,2023-05-12 17:32:07,0,100,-1.0
55,3849.14,612.4000000000001,1.456,0.0,93,508974658.0,278142459.0,21,2023-05-12 17:32:15,0,100,-1.0
55,3860.3,612.4000000000001,1.53,0.5,94,508973653.0,278141964.0,21,2023-05-12 17:32:22,0,100,-1.0
55,3864.91,612.2,1.53,0.5,90,508973104.0,278141628.0,21,2023-05-12 17:32:26,0,100,-1.0
56,3866.93,612.4000000000001,1.484,0.0,89,508972814.0,278141493.0,21,2023-05-12 17:32:28,0,100,-1.0
55,3870.46,612.5999999999999,1.437,0.5,88,508972321.0,278141273.0,21,2023-05-12 17:32:31,0,100,-1.0
56,3875.59,612.8,1.418,0.0,87,508971840.0,278141126.0,21,2023-05-12 17:32:35,0,100,-1.0
55,3876.31,612.5999999999999,1.409,0.5,90,508971764.0,278141106.0,21,2023-05-12 17:32:36,0,100,-1.0
55,3880.41,612.5999999999999,1.362,0.5,92,508971197.0,278140849.0,21,2023-05-12 17:32:40,0,100,-1.0
56,3884.11,612.4000000000001,1.362,0.0,92,508970764.0,278140756.0,21,2023-05-12 17:32:42,0,100,-1.0
56,3896.83,612.8,1.4,0.5,95,508969494.0,278141174.0,21,2023-05-12 17:32:48,0,100,-1.0
57,3897.99,612.8,1.418,0.5,96,508969063.0,278141637.0,21,2023-05-12 17:32:50,0,100,-1.0
57,3900.95,612.4000000000001,1.372,0.5,92,508968701.0,278141836.0,20,2023-05-12 17:32:52,0,100,-1.0
55,3904.3,612.2,1.325,0.5,92,508968418.0,278141738.0,20,2023-05-12 17:32:54,0,100,-1.0
55,3907.89,611.5999999999999,1.362,0.5,92,508968201.0,278141505.0,20,2023-05-12 17:32:56,0,100,-1.0
54,3911.59,611.2,1.437,0.0,93,508968002.0,278141175.0,20,2023-05-12 17:32:59,0,100,-1.0
0,3913.89,611.2,1.428,0.0,89,508967889.0,278140823.0,20,2023-05-12 17:33:01,0,100,-1.0
0,3915.33,611.4000000000001,1.428,0.0,92,508967890.0,278140334.0,20,2023-05-12 17:33:03,0,100,-1.0
0,3918.93,611.4000000000001,1.353,0.0,89,508967839.0,278139225.0,20,2023-05-12 17:33:06,0,100,-1.0
53,3923.05,611.4000000000001,1.344,0.5,90,508967929.0,278139815.0,20,2023-05-12 17:33:08,0,100,-1.0
53,3924.81,611.4000000000001,1.344,0.5,90,508967757.0,278138300.0,20,2023-05-12 17:33:09,0,100,-1.0
53,3926.76,611.4000000000001,1.269,0.5,90,508967741.0,278138016.0,20,2023-05-12 17:33:10,0,100,-1.0
84,3936.81,611.5999999999999,2.193,0.0,89,508967544.0,278137103.0,20,2023-05-12 17:33:14,0,100,-1.0
78,3950.51,611.8,2.417,0.0,92,508967293.0,278135782.0,20,2023-05-12 17:33:19,0,100,-1.0
78,3952.52,611.8,2.333,0.0,97,508967250.0,278135571.0,20,2023-05-12 17:33:20,0,100,-1.0
77,3956.35,611.8,2.193,0.0,103,508967115.0,278135143.0,20,2023-05-12 17:33:22,0,100,-1.0
77,3958.04,611.8,2.165,0.5,106,508966983.0,278134850.0,20,2023-05-12 17:33:23,0,100,-1.0
79,3961.92,611.8,2.09,0.0,110,508966859.0,278134210.0,20,2023-05-12 17:33:25,0,300,-1.0
79,3964.36,611.8,2.09,0.0,112,508966751.0,278133938.0,20,2023-05-12 17:33:26,0,300,-1.0
76,3982.89,611.2,2.137,0.5,112,508965673.0,278131653.0,20,2023-05-12 17:33:34,0,300,-1.0
79,3998.57,611.2,2.174,0.0,111,508964594.0,278129841.0,20,2023-05-12 17:33:41,0,300,-1.0
79,4001.06,611.2,2.183,0.0,112,508964393.0,278129605.0,20,2023-05-12 17:33:42,0,300,-1.0
78,4011.92,610.4000000000001,2.239,0.0,114,508963472.0,278128634.0,20,2023-05-12 17:33:47,0,300,-1.0
78,4013.54,610.2,2.239,0.0,114,508963321.0,278128422.0,20,2023-05-12 17:33:48,0,300,-1.0
77,4025.41,610.0,2.23,0.0,111,508962461.0,278127067.0,20,2023-05-12 17:33:53,0,100,-1.0
76,4030.27,609.8,2.258,0.5,110,508962149.0,278126601.0,20,2023-05-12 17:33:55,0,100,-1.0
77,4032.79,609.8,2.267,0.5,112,508962046.0,278126281.0,20,2023-05-12 17:33:56,0,100,-1.0
78,4042.38,609.8,2.314,0.0,113,508961914.0,278124965.0,20,2023-05-12 17:34:00,0,100,-1.0
78,4059.61,609.8,2.286,0.5,115,508961873.0,278122551.0,20,2023-05-12 17:34:08,0,100,-1.0
78,4076.0,610.0,2.286,0.5,116,508961711.0,278120032.0,20,2023-05-12 17:34:15,0,300,-1.0
79,4088.25,610.0,2.267,0.5,118,508961455.0,278118370.0,20,2023-05-12 17:34:21,0,300,-1.0
78,4101.52,610.0,2.249,0.0,118,508960997.0,278116360.0,20,2023-05-12 17:34:27,0,300,-1.0
79,4114.0,610.2,2.249,0.0,118,508960618.0,278114705.0,20,2023-05-12 17:34:33,0,300,-1.0
77,4125.49,610.2,2.202,0.0,117,508960098.0,278113086.0,20,2023-05-12 17:34:39,0,300,-1.0
75,4137.57,610.4000000000001,2.146,0.5,118,508959348.0,278111383.0,20,2023-05-12 17:34:45,0,300,-1.0
78,4158.57,609.8,2.174,0.0,118,508957876.0,278108884.0,20,2023-05-12 17:34:53,0,300,-1.0
76,4177.37,609.2,2.221,0.5,119,508956811.0,278106978.0,20,2023-05-12 17:35:00,0,300,-1.0
76,4179.84,609.2,2.221,0.5,116,508956713.0,278106708.0,20,2023-05-12 17:35:01,0,100,-1.0
76,4189.48,609.0,2.239,0.5,117,508956248.0,278105466.0,20,2023-05-12 17:35:05,0,100,-1.0
76,4194.96,609.0,2.286,0.5,116,508955969.0,278104841.0,20,2023-05-12 17:35:07,0,100,-1.0
76,4197.37,609.0,2.314,0.5,119,508955833.0,278104585.0,20,2023-05-12 17:35:08,0,300,-1.0
75,4212.47,608.5999999999999,2.361,0.5,119,508955041.0,278102795.0,20,2023-05-12 17:35:14,0,300,-1.0
76,4220.38,608.0,2.37,0.5,118,508954678.0,278101781.0,20,2023-05-12 17:35:17,0,100,-1.0
76,4226.52,607.8,2.379,0.5,119,508954298.0,278101153.0,20,2023-05-12 17:35:19,0,300,-1.0
78,4246.1,607.0,2.529,0.0,120,508953067.0,278099071.0,20,2023-05-12 17:35:26,0,300,-1.0
78,4248.49,606.8,2.538,0.0,120,508952940.0,278098803.0,20,2023-05-12 17:35:27,0,300,-1.0
77,4262.26,606.2,2.529,0.0,119,508952078.0,278097989.0,20,2023-05-12 17:35:33,0,300,-1.0
76,4264.38,606.0,2.51,0.5,119,508951889.0,278097960.0,20,2023-05-12 17:35:34,0,300,-1.0
75,4268.05,605.5999999999999,2.491,0.5,118,508951467.0,278097910.0,20,2023-05-12 17:35:36,0,300,-1.0
75,4272.82,605.0,2.417,0.5,118,508950772.0,278097701.0,20,2023-05-12 17:35:39,0,300,-1.0
75,4274.58,604.8,2.389,0.5,118,508950548.0,278097643.0,19,2023-05-12 17:35:40,0,300,-1.0
75,4287.08,604.0,2.314,0.0,118,508949004.0,278097263.0,19,2023-05-12 17:35:46,0,300,-1.0
75,4289.51,603.5999999999999,2.314,0.5,118,508948756.0,278097206.0,19,2023-05-12 17:35:47,0,300,-1.0
76,4302.05,603.2,2.361,0.5,116,508947342.0,278096827.0,19,2023-05-12 17:35:52,0,300,-1.0
75,4307.88,602.5999999999999,2.389,0.5,116,508946685.0,278096782.0,19,2023-05-12 17:35:54,0,300,-1.0
76,4315.82,602.0,2.491,0.5,116,508945805.0,278096723.0,19,2023-05-12 17:35:57,0,300,-1.0
76,4330.92,601.5999999999999,2.482,0.5,117,508943792.0,278096466.0,19,2023-05-12 17:36:04,0,100,-1.0
76,4333.03,601.2,2.454,0.5,118,508943437.0,278096414.0,19,2023-05-12 17:36:05,0,100,-1.0
76,4341.0,600.2,2.407,0.5,117,508942006.0,278096515.0,19,2023-05-12 17:36:09,0,300,-1.0
76,4343.16,600.0,2.398,0.5,118,508941641.0,278096623.0,19,2023-05-12 17:36:10,0,300,-1.0
77,4361.48,599.4000000000001,2.389,0.0,119,508939455.0,278096886.0,19,2023-05-12 17:36:16,0,300,-1.0
77,4369.11,599.2,2.426,0.0,119,508938715.0,278097026.0,19,2023-05-12 17:36:18,0,300,-1.0
77,4380.55,599.2,2.491,0.0,119,508937546.0,278097347.0,19,2023-05-12 17:36:22,0,100,-1.0
77,4392.91,599.2,2.417,0.0,120,508936410.0,278097591.0,19,2023-05-12 17:36:28,0,300,-1.0
76,4398.46,598.8,2.398,0.5,120,508935977.0,278097709.0,19,2023-05-12 17:36:30,0,300,-1.0
77,4407.71,598.8,2.342,0.0,123,508934973.0,278098230.0,19,2023-05-12 17:36:34,0,300,-1.0
78,4428.12,599.2,2.426,0.5,126,508933399.0,278099803.0,19,2023-05-12 17:36:41,0,300,-1.0
78,4440.52,599.0,2.417,0.5,127,508932235.0,278100657.0,19,2023-05-12 17:36:46,0,300,-1.0
80,4459.21,599.2,2.258,0.0,126,508930436.0,278100709.0,19,2023-05-12 17:36:54,0,300,-1.0
80,4480.99,599.4000000000001,2.613,0.5,125,508928441.0,278100246.0,19,2023-05-12 17:37:00,0,300,-1.0
78,4486.87,599.8,2.865,0.0,125,508927968.0,278099917.0,19,2023-05-12 17:37:02,0,300,-1.0
79,4504.51,599.8,2.426,0.0,125,508926481.0,278098512.0,19,2023-05-12 17:37:09,0,300,-1.0
78,4511.77,599.5999999999999,2.575,0.0,128,508925892.0,278097815.0,19,2023-05-12 17:37:12,0,100,-1.0
78,4524.69,599.5999999999999,2.51,0.0,127,508925087.0,278096366.0,19,2023-05-12 17:37:17,0,100,-1.0
78,4534.75,600.2,2.557,0.0,128,508924750.0,278094960.0,19,2023-05-12 17:37:21,0,100,-1.0
79,4542.4,600.4000000000001,2.585,0.0,132,508924804.0,278093871.0,19,2023-05-12 17:37:24,0,100,-1.0
80,4547.41,600.4000000000001,2.603,0.0,127,508924868.0,278093246.0,19,2023-05-12 17:37:26,0,100,-1.0
80,4549.64,600.4000000000001,2.613,0.0,131,508924882.0,278092905.0,19,2023-05-12 17:37:27,0,300,-1.0
79,4557.15,600.2,2.603,0.0,128,508925032.0,278091757.0,19,2023-05-12 17:37:30,0,300,-1.0
