artist_name,track_name,track_id,track_popularity,artist_id,is_running,genre
Drunk Archer,destined,6cHARzJkr12k7Tido9BdCZ,28,0AMvlHlc7WpjNyZSmAfTIQ,1,[]
Modern Clouds,young forever,6rZZ516aVPn9QslltPSXNj,28,37rhlYZVn3eZ0OfykQKOKe,1,[]
Catalina En Collins,Yesterday's Dream,3eb9HO1cq8uzEmUdU7mNvs,41,6oaPME8tL5UOyja7VEvx0J,1,[]
DEX 1200,Shimone Shimone,4CXcplkSoeBK15TewprZMe,28,2roONpdgmZHRTpr1IFNw0d,1,[]
Pafka,Make It Ok,2xKYapqsbXe0KC4Q2hnTKc,27,0JUvxzz5fMMYFMCoBP9NU2,1,[]
Fløa,Different,3rnFEiW9efHwnzsb9KzUVd,31,3XgQiERzlGzUe286O2jo7I,1,[]
Pool-Man John,Aguacates Maduros,3bDpJL4DCGc8ynUfhCtTHl,47,5tQdY6sUlCJwkUmfJK4rbe,1,[]
Aural,Landmarks,0p4zxScTH4QBPnDdIeInfB,33,4IagxrvnhCy4YV29Qjqc8o,1,[]
Phlowsum,Crispy,5B6twCLP2ufIy2Mc4L1rS0,30,71p3dUDaqo6EyfzQm8zCCo,1,[]
Plomb,Demurity,4YGkHrj5NQzSn3q2aJ4C9O,49,5lJ2OEJIZ8QdAGyCKq307r,1,[]
Cloode,crusade,30bpR02KwJ6SpvHUvdvuoW,51,0QvInajilVJw8If75PeAH8,1,[]
Calvatress,Projectile,4ODWE5SOUACS8xu6aV9ORL,27,2UxH255utiME1XAA9fXUsh,1,[]
LeeDee,Type 1,2Z515QtI12xintnkboGQZw,28,4kMBrFLqXw4zXeowx6GwcL,1,[]
genelion,narrow club,6hMCmAzbsXyzcfcR11429z,31,2TMzn3AIEg6b4Nd28MjUNA,1,[]
Beautiful Minds,Beautiful House,16QQGyu1UFkfQREErhvyvf,29,5mDrLKHpzWOlD73nhHYUty,1,[]
Ran the Man,Drifted,57H1bcqbsyrGHfTebZddzy,43,69lVKiR03uaDrGqEgOC2gu,1,[]
Sleap Year,Éphémère,6lOFuDrXRewSFfQ4JyImyS,28,3rHbl02YzcYLfkNurILXKH,1,[]
Donkels,Apollo,5sIlFL8mCj6AIrRDI1d6mT,31,6as2EDg4VeljtLbtgBy54P,1,[]
Kvantmusik,Elixir,7hxkOhoWSxygCa4Akt3KjX,30,1OTTWlOMCUlQRk3ie2D7xw,1,[]
AGST,Wrath,0nxEpiRh6ja8YxKTR8kCkO,39,0P5MXX9jXK95yuTDArYkDI,1,[]
Nyhuis,Foundations,1KqRI4mAyLW1mpFJQnJCAM,27,6EVayLPsEOA5csxrOs2Q8d,1,[]
Brendon Moeller,After the Rains,3nVHB5vFE9Zpj4BYXFc3w4,28,3V3T5haMWZGfFxqVsAB9oB,1,['dub techno']
Valante,Vana,1X1teXcaWQFH4iOTkCOh9a,39,3s1vSYK2eb5fflFHezIbUh,1,[]
Sum Wave,Saltwater Dreams,6pRocudXtLnKRd61gtotIk,31,0bfdnPaHczaQt6tYe8J4Ci,1,"['beach house', 'swedish tropical house']"
Shiruky,Clearance,4Xs8dQwj1Ic4FyCcCyRKYq,40,1Tr7ffkJ66E8bXTm2g7uEM,1,[]
Hank Lotion,Wut,1dlNlopZwjwqb6orJH1MKC,27,6d71KgnO30CCz8iSQuzFkM,1,[]
Valter Knut,Where Have U Been?,3bCnwmJwBob222khzVUrcN,36,4PjYynoChLbnYyhPVSMnbq,1,[]
Far Orange,Chapter Two,0LOGcNCFLfCWLh9mzTmaG5,29,1SIt7IjD8Q9RpwEklyMlUO,1,[]
Ceci,Indi,6myfz5g9b9U6bQSr4XcKGu,40,0hCW0HH1liY8gpi5Mk2VK4,1,[]
Lstn,Eridani,5QkMlAxHmZG33OGA81oWSa,38,0OO1zgX3CUfJQwoOEBSKSp,1,['chill beats']
Summon U,Tempted,6hiA6WO0DRm9D480BIGqOT,26,0TyHSpKbAEP2QoXB7jVxCE,1,[]
wet n salty,canggu - Edit,0jy4TqKxOwZoraKJkle0dC,35,2Ai8jQFx9LfNmToEgFjDbn,1,[]
DNCE,Cake By The Ocean,76hfruVvmfQbw0eYn1nmeC,84,6T5tfhQCknKG4UnH90qGnz,1,"['dance pop', 'pop']"
Joel Corry,Head & Heart (feat. MNEK),6cx06DFPPHchuUAcTxznu9,81,6DgP9otnZw5z6daOntINxp,1,"['dance pop', 'pop dance', 'uk dance']"
David Guetta,I'm Good (Blue),4uUG5RXrOk84mYEfFvj3cK,93,1Cs0zKBU1kc0i8ypK3B9ai,1,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']"
Jax Jones,Breathe (feat. Ina Wroldsen),4Vbz3osCh6DwHYv5gVv5H2,60,4Q6nIcaBED8qUel8bBx6Cr,1,"['dance pop', 'edm', 'house', 'pop dance', 'uk dance', 'uk pop']"
Mark Ronson,Uptown Funk (feat. Bruno Mars),32OlwWuMpZ6b0aN2RZOeMS,85,3hv9jJF3adDNsBSIQDqcjp,1,['pop soul']
Avicii,Wake Me Up,0nrRP2bk19rLc0orkWPQk2,88,1vCWHaC5f2uS3yhpwWbIA6,1,"['edm', 'pop', 'pop dance']"
Becky Hill,My Heart Goes (La Di Da) (feat. Topic),2dWNKXTs5z7Iu1g0kYh4Xe,72,4EPJlUEBy49EX1wuFOvtjK,1,"['pop dance', 'pop house', 'uk dance', 'uk pop']"
Livin' Joy,Don't Stop Movin' - Radio Mix,5cIU5GZBbyMfgfXGcoQVYc,51,3PUzVXdNnsJGPDTIU7xvqu,1,['diva house']
Nathan Dawe,21 Reasons (feat. Ella Henderson),1RF02Cf80mTaeNXG2P2boR,81,2gduEC76ry33RVurAvT05p,1,"['pop dance', 'uk dance']"
Shane Codd,Get Out My Head,055Mme9ReKK99jRFA5UJ55,62,2s7Oijd4mFGgEkhYJtf3sJ,1,['uk dance']
Calvin Harris,Giant (with Rag'n'Bone Man),5itOtNx0WxtJmi1TQ3RuRd,74,7CajNmpbOovFoOoasH2HaY,1,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']"
Flip & Fill,Shooting Star - Extended Mix,2BqhgWBro9RrfsLAfR5px1,50,0g202lpdrAgQdN4Z8wVrkV,1,['bouncy house']
Underworld,Born Slippy (Nuxx),7xQYVjs4wZNdCwO0EeAWMC,69,1PXHzxRDiLnjqNrRn2Xbsa,1,"['big beat', 'electronica']"
David Guetta,Baby Don't Hurt Me,3BKD1PwArikchz2Zrlp1qi,92,1Cs0zKBU1kc0i8ypK3B9ai,1,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']"
Jax Jones,Whistle (feat. Calum Scott),4q05KbxYZ5JdkmrletgPjF,83,4Q6nIcaBED8qUel8bBx6Cr,1,"['dance pop', 'edm', 'house', 'pop dance', 'uk dance', 'uk pop']"
Alesso,Words (feat. Zara Larsson),1bgKMxPQU7JIZEhNsM1vFs,82,4AVFqumd2ogHFlRbKIjp1t,1,"['dance pop', 'edm', 'pop', 'pop dance']"
D.O.D,Still Sleepless,4vyG9ZhHT8MKJE5mTICMFC,74,0Cs47vvRsPgEfliBU9KDiB,1,"['electro house', 'house', 'pop dance', 'uk dance']"
Tiësto,The Business,57uNXnf4ciHYP4HktbIbzC,72,2o5jDhtHVPhrJdv3cEQ99Z,1,"['big room', 'brostep', 'dutch edm', 'edm', 'house', 'pop dance', 'slap house', 'trance']"
Sia,Cheap Thrills,27SdWb2rFzO6GWiYDBTD9j,81,5WUlDfRSoLAfcVSX1WnrxN,1,"['australian dance', 'australian pop', 'pop']"
Dua Lipa,Don't Start Now,3PfIrDoz19wz7qK7tYeu62,84,6M2wZ9GZgrQXHCFfjv46we,1,"['dance pop', 'pop', 'uk pop']"
Kygo,Higher Love,1kKYjjfNYxE0YYgLa7vgVY,74,23fqKkggKUBHNkbKtXEls4,1,"['edm', 'pop', 'pop dance', 'tropical house']"
Calvin Harris,Let's Go (feat. Ne-Yo),4wkQmYpAaMe41Rc3sYZ7Vz,68,7CajNmpbOovFoOoasH2HaY,1,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']"
Pharrell Williams,"Happy - From ""Despicable Me 2""",60nZcImufyMA1MKQY3dcCH,83,2RdwBSPQiwcmiDo9kixcl8,1,"['dance pop', 'pop']"
Ewan McVicar,Tell Me Something Good,5krhFNgUcYHwXlNPJJYzFM,66,4d2NUjh9ZrzG1ZZdhpSDKH,1,['scottish techno']
The Chemical Brothers,Galvanize,4bz7uB4edifWKJXSDxwHcs,66,1GhPHrq36VKCY3ucVaZCfo,1,"['alternative dance', 'big beat', 'breakbeat', 'electronica', 'rave', 'trip hop']"
Jax Jones,Where Did You Go? (feat. MNEK),3sa06xVNmLLYIxdNNmVQN8,80,4Q6nIcaBED8qUel8bBx6Cr,1,"['dance pop', 'edm', 'house', 'pop dance', 'uk dance', 'uk pop']"
Otto Knows,Million Voices - Radio Edit,0MOiv7WTXCqvm89lVCf9C8,70,5fahUm8t5c0GIdeTq0ZaG8,1,"['dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house']"
CamelPhat,Breathe,6TR0FGw4zhlGbQALN065AI,65,240wlM8vDrf6S4zCyzGj2W,1,"['deep tech house', 'house', 'progressive house', 'uk dance']"
Lady Gaga,Applause,5ka2ajep9OAvU5Sgduhiex,78,1HY2Jd0NmPuamShAr6KMms,1,"['art pop', 'dance pop', 'pop']"
Darude,Sandstorm,3dxDj8pDPlIHCIrUPXuCeG,70,0LhHRmSd1EYM5QdNeNnCoQ,1,"['eurodance', 'finnish edm']"
ACRAZE,Do It To It,20on25jryn53hWghthWWW3,83,4pnp4w9g30yLfVIAFnZMRd,1,"['pop dance', 'tech house']"
Gabry Ponte,Thunder,2USlegnFJLrVLpoVfPimKB,81,5ENS85nZShljwNgg4wFD7D,1,"['eurodance', 'italo dance', 'slap house']"
Calvin Harris,Miracle (with Ellie Goulding),5eTaQYBE1yrActixMAeLcZ,90,7CajNmpbOovFoOoasH2HaY,1,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']"
Rihanna,We Found Love,1zv3WFUbZ5vPxFq9I2jAU1,63,5pKCCKE2ajJHZ9KAiaK11H,1,"['barbadian pop', 'pop', 'urban contemporary']"
Dario G,Sunchyme,2YOuBWIyHgyvHnLMpjzBf2,63,3Eo78i1MPfle0XVjMvia8A,1,"['dream trance', 'eurodance']"
The Chemical Brothers,Hey Boy Hey Girl,7kXmJwrZGIhDaLT9sNo3ut,68,1GhPHrq36VKCY3ucVaZCfo,1,"['alternative dance', 'big beat', 'breakbeat', 'electronica', 'rave', 'trip hop']"
Jax Jones,You Don't Know Me (feat. RAYE),4DJORZgsbqnEJ4f4B9TBGV,68,4Q6nIcaBED8qUel8bBx6Cr,1,"['dance pop', 'edm', 'house', 'pop dance', 'uk dance', 'uk pop']"
Shouse,Love Tonight (David Guetta Remix Edit),2prnn41CblB8B4yWACDljP,81,2TcGJdSOiOvITBzhvfX8XB,1,['aussietronica']
Swedish House Mafia,Heaven Takes You Home (feat. Connie Constance),3nEHrvNNtgLv9rneTAYVr4,80,1h6Cn3P4NGzXbaXidqURXs,1,"['edm', 'pop dance', 'progressive electro house']"
Florence + The Machine,Spectrum (Say My Name) - Calvin Harris Remix,57yeWyaoeTt26p0dlEZukQ,74,1moxjboGR7GNWYIMWsRjgG,1,"['baroque pop', 'modern rock', 'uk alternative pop']"
Delerium,Silence - DJ Tiësto's In Search Of Sunrise Edit,2jAjkmZIKwV5VOBiZ3qUUL,63,0IUq1plF3ON4Fboj1bE6kN,1,['gregorian dance']
Galantis,Heartbreak Anthem (with David Guetta & Little Mix),5K6Ssv4Z3zRvxt0P6EKUAP,77,4sTQVOfp9vEMCemLw50sbu,1,"['edm', 'pop', 'pop dance']"
Tiësto,Ritual,0FEk8LwY8h4rAR63ggfhV0,65,2o5jDhtHVPhrJdv3cEQ99Z,1,"['big room', 'brostep', 'dutch edm', 'edm', 'house', 'pop dance', 'slap house', 'trance']"
Calvin Harris,Thinking About You (feat. Ayah Marar),1KtD0xaLAikgIt5tPbteZQ,69,7CajNmpbOovFoOoasH2HaY,1,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']"
Run–D.M.C.,It's Like That,0CtkjgZpkgnW7U6WmHsakD,66,3CQIn7N5CuRDP8wEI7FiDA,1,"['east coast hip hop', 'golden age hip hop', 'hip hop', 'old school hip hop', 'queens hip hop', 'rap']"
Switch Disco,REACT,1UPHCP5YeVfele4DMbdGyi,82,4dEayBlrVBjaQOktGkmWki,1,[]
A.R. Rahman,Jai Ho! (You Are My Destiny),7Kpqjspw4Y7HrvItIRcBiW,66,1mYsTxnqsietFxj1OgoGbG,1,['filmi']
Becky Hill,Side Effects,5vOWdyk23iqRryEmbNCrCp,74,4EPJlUEBy49EX1wuFOvtjK,1,"['pop dance', 'pop house', 'uk dance', 'uk pop']"
Sash!,Ecuador - Original Radio Edit,1arJHhz6TxMV50SNvSmGnV,70,5XTxV2ifoYkmNb13Gb6cKz,1,"['eurodance', 'german techno']"
Rudimental,Dancing is Healing,5gqu7rZE6fTFwbN2metxv4,77,4WN5naL3ofxrVBgFpguzKo,1,"['pop dance', 'uk dance', 'uk funky']"
Bruno Mars,Locked out of Heaven,3w3y8KPTfNeOKPiqUTakBh,89,0du5cEVh5yTK9QJze8zA0C,1,"['dance pop', 'pop']"
Avicii,Wake Me Up,0nrRP2bk19rLc0orkWPQk2,88,1vCWHaC5f2uS3yhpwWbIA6,1,"['edm', 'pop', 'pop dance']"
Coldplay,A Sky Full of Stars,0FDzzruyVECATHXKHFs9eJ,88,4gzpq5DPGxSnKTe4SA8HAU,1,"['permanent wave', 'pop']"
Calvin Harris,One Kiss (with Dua Lipa),7ef4DlsgrMEH11cDZd32M6,88,7CajNmpbOovFoOoasH2HaY,1,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']"
Shawn Mendes,Treat You Better,3QGsuHI8jO1Rx4JWLUh9jd,87,7n2wHs1TKAczGzO7Dd2rGr,1,"['canadian pop', 'pop', 'viral pop']"
Mark Ronson,Uptown Funk (feat. Bruno Mars),32OlwWuMpZ6b0aN2RZOeMS,85,3hv9jJF3adDNsBSIQDqcjp,1,['pop soul']
Ariana Grande,One Last Time,7xoUc6faLbCqZO6fQEYprd,85,66CXWjxzNUsdJxJ2JdwvnR,1,['pop']
Avicii,The Nights,0ct6r3EGTcMLPtrXHDvVjc,88,1vCWHaC5f2uS3yhpwWbIA6,1,"['edm', 'pop', 'pop dance']"
Rihanna,We Found Love,6qn9YLKt13AGvpq9jfO8py,85,5pKCCKE2ajJHZ9KAiaK11H,1,"['barbadian pop', 'pop', 'urban contemporary']"
Pitbull,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",4QNpBfC0zvjKqPJcyqBy9W,85,0TnOYISbd1XYRBk9myaseg,1,"['dance pop', 'miami hip hop', 'pop']"
Calvin Harris,This Is What You Came For,0azC730Exh71aQlOt9Zj3y,85,7CajNmpbOovFoOoasH2HaY,1,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']"
Sean Paul,No Lie,48QmG1dfvMuYLxMPt7KSRA,83,3Isy6kedDrgPYoTS1dazA9,1,"['dance pop', 'dancehall', 'pop', 'pop rap']"
MKTO,Classic,6FE2iI43OZnszFLuLtvvmg,83,2l35CQqtYRh3d8ZIiBep4v,1,"['pop', 'post-teen pop']"
Don Omar,Danza Kuduro,2a1o6ZejUi8U3wzzOtCOYw,83,33ScadVnbm2X8kkUqOkC6Z,1,"['latin hip hop', 'puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']"
Pitbull,Timber (feat. Ke$ha),3cHyrEgdyYRjgJKSOiOtcS,84,0TnOYISbd1XYRBk9myaseg,1,"['dance pop', 'miami hip hop', 'pop']"
Rihanna,Only Girl (In The World),2ENexcMEMsYk0rVJigVD3i,84,5pKCCKE2ajJHZ9KAiaK11H,1,"['barbadian pop', 'pop', 'urban contemporary']"
Pharrell Williams,"Happy - From ""Despicable Me 2""",60nZcImufyMA1MKQY3dcCH,83,2RdwBSPQiwcmiDo9kixcl8,1,"['dance pop', 'pop']"
Justin Bieber,Sorry,09CtPGIpYB4BrO8qb1RGsF,83,1uNFoZAHBGtllmzznpCI3s,1,"['canadian pop', 'pop']"
Avicii,Levels - Radio Edit,5UqCQaDshqbIk3pkhy4Pjg,82,1vCWHaC5f2uS3yhpwWbIA6,1,"['edm', 'pop', 'pop dance']"
Calvin Harris,Outside (feat. Ellie Goulding),7MmG8p0F9N3C4AXdK6o6Eb,83,7CajNmpbOovFoOoasH2HaY,1,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']"
Usher,DJ Got Us Fallin' In Love (feat. Pitbull),4356Typ82hUiFAynbLYbPn,82,23zg3TcAtWQy7J6upgbUnj,1,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'rap', 'south carolina hip hop', 'urban contemporary']"
Jennifer Lopez,On The Floor,3C0nOe05EIt1390bVABLyN,81,2DlGxzQSjYe5N6G9nkYghR,1,"['dance pop', 'pop', 'urban contemporary']"
Flo Rida,Wild Ones (feat. Sia),1NpW5kyvO4XrNJ3rnfcNy3,80,0jnsk9HBra6NMjO2oANoPY,1,"['dance pop', 'miami hip hop', 'pop', 'pop rap']"
Rihanna,S&M,7ySUcLPVX7KudhnmNcgY2D,81,5pKCCKE2ajJHZ9KAiaK11H,1,"['barbadian pop', 'pop', 'urban contemporary']"
Pitbull,Time of Our Lives,2bJvI42r8EF3wxjOuDav4r,83,0TnOYISbd1XYRBk9myaseg,1,"['dance pop', 'miami hip hop', 'pop']"
Calvin Harris,My Way,1vvNmPOiUuyCbgWmtc6yfm,81,7CajNmpbOovFoOoasH2HaY,1,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']"
Owl City,Good Time,1kPpge9JDLpcj15qgrPbYX,80,07QEuhtrNmmZ0zEcqE9SF6,1,"['indietronica', 'pop']"
Taio Cruz,Dynamite,2CEgGE6aESpnmtfiZwYlbV,80,6MF9fzBmfXghAz953czmBC,1,"['dance pop', 'pop', 'pop rap']"
Avicii,Hey Brother,4lhqb6JvbHId48OUJGwymk,81,1vCWHaC5f2uS3yhpwWbIA6,1,"['edm', 'pop', 'pop dance']"
Shakira,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),1ZlHr9FYHT7YTbXCoxPq5C,80,0EmeFodog0BfCgMzAIvKQp,1,"['colombian pop', 'dance pop', 'latin pop', 'pop']"
Flo Rida,Good Feeling,2LEF1A8DOZ9wRYikWgVlZ8,79,0jnsk9HBra6NMjO2oANoPY,1,"['dance pop', 'miami hip hop', 'pop', 'pop rap']"
Taylor Swift,Shake It Off,5xTtaWoae3wi06K5WfVUUH,79,06HL4z0CvFAxyc27GXpf02,1,['pop']
Pitbull,Feel This Moment (feat. Christina Aguilera),0Hf4aIJpsN4Os2f0y0VqWl,80,0TnOYISbd1XYRBk9myaseg,1,"['dance pop', 'miami hip hop', 'pop']"
Dua Lipa,Don't Start Now,6WrI0LAC5M1Rw2MnX2ZvEg,79,6M2wZ9GZgrQXHCFfjv46we,1,"['dance pop', 'pop', 'uk pop']"
Ariana Grande,Break Free,12KUFSHFgT0XCoiSlvdQi4,79,66CXWjxzNUsdJxJ2JdwvnR,1,['pop']
Jason Derulo,Want to Want Me,7oGZAicScQt96OAW4AruYy,78,07YZf4WDAMNwqr4jfgOZ8y,1,"['dance pop', 'pop']"
Jonas Blue,Perfect Strangers,3P3pw6C19j31Rnzgo3JG7o,78,1HBjj22wzbscIZ9sEb5dyf,1,"['pop', 'pop dance', 'tropical house', 'uk dance']"
Flo Rida,Club Can't Handle Me (feat. David Guetta),6ebkx7Q5tTxrCxKq4GYj0Y,79,0jnsk9HBra6NMjO2oANoPY,1,"['dance pop', 'miami hip hop', 'pop', 'pop rap']"
Mike Posner,Cooler Than Me - Single Mix,2V4bv1fNWfTcyRJKmej6Sj,78,2KsP6tYLJlTBvSUxnwlVWa,1,"['dance pop', 'pop', 'pop dance', 'pop rap']"
Robin Thicke,Blurred Lines,0n4bITAu0Y0nigrz3MFJMb,78,0ZrpamOxcZybMHGg1AYtHP,1,"['dance pop', 'neo soul', 'pop rap', 'r&b', 'urban contemporary']"
Ariana Grande,Problem,7vS3Y0IKjde7Xg85LWIEdP,77,66CXWjxzNUsdJxJ2JdwvnR,1,['pop']
Calvin Harris,Promises (with Sam Smith),5N5k9nd479b1xpDZ4usjrg,77,7CajNmpbOovFoOoasH2HaY,1,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']"
Katy Perry,California Gurls,6tS3XVuOyu10897O3ae7bi,77,6jJ0s89eD6GaHleKKya26X,1,['pop']
Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),5knuzwU65gJK7IF5yJsuaW,77,6MDME20pz9RveH9rEXvrOM,1,"['pop', 'uk dance', 'uk funky']"
Daft Punk,Get Lucky (feat. Pharrell Williams and Nile Rodgers),69kOkLUCkxIZYexIgSG8rq,77,4tZwfgrHOc3mvqYlEYSvVi,1,"['electro', 'filter house', 'rock']"
Carly Rae Jepsen,Call Me Maybe,3TGRqZ0a2l1LRblBkJoaDx,76,6sFIWsNpZYqfjUpaCgueju,1,"['canadian pop', 'dance pop', 'pop']"
Justin Timberlake,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",1WkMMavIMc4JZ8cfMmxHkI,76,31TPClRtHm23RisEBtV3X7,1,"['dance pop', 'pop']"
Katy Perry,Last Friday Night (T.G.I.F.),3avYqdwHKEq8beXbeWCKqJ,77,6jJ0s89eD6GaHleKKya26X,1,['pop']
Little Mix,Shout Out to My Ex,0ErK6K0kYr0Ow2RkPMhmMs,76,3e7awlrlDSwF3iM0WBjGMp,1,"['girl group', 'pop', 'talent show', 'uk pop']"
Maroon 5,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",7LcfRTgAVTs5pQGEQgUEzN,74,04gDigrS5kc9YWfZHwBETP,1,['pop']
a-ha,Take on Me,2WfaOiMkCvy7F5fcp2zZ8L,88,2jzc5TC5TVFLXQlBNiIUzE,1,"['new romantic', 'new wave', 'new wave pop', 'permanent wave', 'synthpop']"
Bon Jovi,Livin' On A Prayer,37ZJ0p5Jm13JPevGcx4SkF,87,58lV9VcRSjABbAbfWS6skp,1,"['glam metal', 'rock']"
Elton John,I'm Still Standing,1jDJFeK9x3OZboIAHsY9k2,86,3PhoLpVuITZKcymswpck5b,1,"['glam rock', 'mellow gold', 'piano rock', 'rock']"
Bryan Adams,Summer Of '69,0GONea6G2XdnHWjNZd6zt3,85,3Z02hBLubJxuFJfhacLSDc,1,"['canadian pop', 'canadian singer-songwriter', 'classic canadian rock', 'heartland rock', 'mellow gold', 'soft rock']"
Eurythmics,Sweet Dreams (Are Made of This) - Remastered,1TfqLAPs4K3s2rJMoCokcS,85,0NKDgy9j66h3DLnN8qu1bB,1,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'sophisti-pop', 'synthpop']"
The Cranberries,Zombie,7EZC6E7UjZe63f1jRmkWxt,84,7t0rwkOPGlDPEhaOcVtOt9,1,"['irish rock', 'pop rock', 'rock']"
Lynyrd Skynyrd,Sweet Home Alabama,7e89621JPkKaeDSTQ3avtg,84,4MVyzYMgTwdP7Z49wAZHx0,1,"['album rock', 'classic rock', 'hard rock', 'rock', 'southern rock']"
Fleetwood Mac,The Chain - 2004 Remaster,5e9TFTbltYBg2xThimr0rU,84,08GQAI4eElDnROBrJRGE0X,1,"['album rock', 'classic rock', 'rock', 'soft rock', 'yacht rock']"
Creedence Clearwater Revival,Bad Moon Rising,20OFwXhEXf12DzwXmaV7fj,84,3IYUhFvPQItj6xySrBmZkd,1,"['classic rock', 'country rock', 'rock', 'southern rock', 'swamp rock']"
KISS,I Was Made For Lovin' You,07q0QVgO56EorrSGHC48y3,83,07XSN3sPlIlB2L2XNcTwJw,1,"['glam rock', 'hard rock', 'rock']"
Bon Jovi,You Give Love A Bad Name,0rmGAIH9LNJewFw7nKzZnc,84,58lV9VcRSjABbAbfWS6skp,1,"['glam metal', 'rock']"
Guns N' Roses,Paradise City,6eN1f9KNmiWEhpE2RhQqB5,83,3qm84nBOXUEQ2vnTfUTTFC,1,"['glam metal', 'hard rock', 'rock']"
Van Halen,Jump - 2015 Remaster,7N3PAbqfTjSEU1edb2tY8j,82,2cnMpRsOVqtPMfq7YiFE6K,1,"['album rock', 'classic rock', 'hard rock', 'rock']"
Soft Cell,Tainted Love,0cGG2EouYCEEC3xfa0tDFV,82,6aq8T2RcspxVOGgMrTzjWc,1,"['new romantic', 'new wave', 'new wave pop', 'synthpop']"
Wham!,Wake Me Up Before You Go-Go,0ikz6tENMONtK6qGkOrU3c,82,5lpH0xAS4fVfLkACg9DAuM,1,"['new romantic', 'new wave', 'new wave pop', 'soft rock']"
Billy Joel,Uptown Girl,5zA8vzDGqPl2AzZkEYQGKh,82,6zFYqv1mOsgBRQbae3JJ9e,1,"['album rock', 'classic rock', 'heartland rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']"
Katrina & The Waves,Walking On Sunshine,05wIrZSwuaVWhcv5FfqeH0,82,2TzHIUhVpeeDxyJPpQfnV3,1,['new wave pop']
Bruce Springsteen,Dancing In the Dark,7FwBtcecmlpc1sLySPXeGE,82,3eqjTLE0HfPfh78zjh6TqT,1,"['heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']"
Fleetwood Mac,Go Your Own Way - 2004 Remaster,07GvNcU1WdyZJq3XxP0kZa,82,08GQAI4eElDnROBrJRGE0X,1,"['album rock', 'classic rock', 'rock', 'soft rock', 'yacht rock']"
Elton John,Don't Go Breaking My Heart,7HW5WIw7ZgZORCzUxv5gW5,81,3PhoLpVuITZKcymswpck5b,1,"['glam rock', 'mellow gold', 'piano rock', 'rock']"
ABBA,Mamma Mia,2TxCwUlqaOH3TIyJqGgR91,80,0LcJLqbBmaGUft1e9Mm8HV,1,"['europop', 'swedish pop']"
The Jackson 5,I Want You Back,5LxvwujISqiB8vpRYv887S,80,2iE18Oxc8YSumAU232n4rW,1,"['motown', 'soul']"
Phil Collins,You Can't Hurry Love - 2016 Remaster,4YwbSZaYeYja8Umyt222Qf,80,4lxfqrEsLX6N1N4OCSkILp,1,"['rock drums', 'soft rock']"
ZZ Top,La Grange - 2005 Remaster,70YvYr2hGlS01bKRIho1HM,80,2AM4ilv6UzW0uMRuqKtDgN,1,"['album rock', 'blues rock', 'classic rock', 'hard rock', 'rock']"
The Human League,Don't You Want Me,3L7RtEcu1Hw3OXrpnthngx,79,1aX2dmV8XoHYCOQRxjPESG,1,"['new romantic', 'new wave', 'new wave pop', 'permanent wave', 'sophisti-pop', 'synthpop']"
The Rolling Stones,(I Can't Get No) Satisfaction - Mono Version,2PzU4IB8Dr6mxV3lHuaG34,79,22bE4uQ6baNwSHPVcDxLCe,1,"['album rock', 'british invasion', 'classic rock', 'rock']"
Fleetwood Mac,Don't Stop - 2004 Remaster,4bEb3KE4mSKlTFjtWJQBqO,79,08GQAI4eElDnROBrJRGE0X,1,"['album rock', 'classic rock', 'rock', 'soft rock', 'yacht rock']"
Aretha Franklin,Respect,7s25THrKz86DM225dOYwnr,79,7nwUJBm0HE4ZxD3f5cy5ok,1,"['classic soul', 'jazz blues', 'memphis soul', 'neo soul', 'soul', 'southern soul', 'vocal jazz']"
