artist_name,track_name,track_id,track_popularity,artist_id,is_running,genre
Rudimental,Waiting All Night (feat. Ella Eyre),6yraFyhgbavO2amB2lhpfi,68,4WN5naL3ofxrVBgFpguzKo,1,"['pop dance', 'uk dance', 'uk funky']"
Becky Hill,Better Off Without You (feat. Shift K3Y),3kHVz4Vq7ab4RN7WrcJLdp,49,4EPJlUEBy49EX1wuFOvtjK,1,"['pop dance', 'pop house', 'uk dance', 'uk pop']"
Portugal. The Man,Feel It Still,6QgjcU0zLnzq5OrUoSZ3OK,81,4kI8Ie27vjvonwaB2ePh8T,1,"['indie rock', 'indietronica', 'modern alternative rock', 'modern rock']"
Craig David,I Know You (feat. Bastille) - Vigiland Remix,1byydVLDAt7An5Pk3SuL5j,59,2JyWXPbkqI5ZJa3gwqVa0c,1,['british soul']
Jain,Makeba - Ian Asher Remix,67eYAnkdTu8BMcIx29z26L,74,2HHmvvSQ44ePDH7IKVzgK0,1,['french pop']
Harrison,Yellow,7Cs64XXRHwh7FY4CwR2aQO,41,58O8UPrTdl4u2buM0skj94,1,[]
Peggy Gou,(It Goes Like) Nanana - Edit,23RoR84KodL5HWvUTneQ1w,93,2mLA48B366zkELXYx7hcDN,1,"['electra', 'float house']"
Karma Child,Close To Midnight,3lddOGjaShpzoNE7Im666L,34,4BThBqcTzRGFRvbddMykk7,1,[]
Calvin Harris,Desire (with Sam Smith),22dUzMFttcR3uU17NcOAIv,86,7CajNmpbOovFoOoasH2HaY,1,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']"
Ian Storm,Barely Alive,7MloegrrB2jp7SNPMEGWqs,38,6fllSzvyC7OruOFZisOELq,1,['dutch edm']
Harrison,Anti Hero,1rLX3vtCSy75DSt2qNg7JM,39,58O8UPrTdl4u2buM0skj94,1,[]
Dillistone,Lost,7ihVBzv0Gz10R2OnyBDuEk,41,7ypPN35cJ9wfF2Zs7aYS33,1,['pop edm']
Joel Corry,Head & Heart (feat. MNEK),6cx06DFPPHchuUAcTxznu9,81,6DgP9otnZw5z6daOntINxp,1,"['dance pop', 'pop dance', 'uk dance']"
Boye & Sigvardt,Involved,2fzhcIVl8mja7p55XW4wbK,42,5waIYqZSsMaTQqdL4QnqyR,1,"['danish electronic', 'pop edm']"
Alex Adair,Keep It Burning,7Ewp4wV3NqvQb1qBeUc6ek,60,1mrrvBvbrm28iYaPlJ9mG5,1,"['house', 'tropical house']"
Ian Storm,Run Away,0b02ZHphmQGm0lRtHyDDTH,48,6fllSzvyC7OruOFZisOELq,1,['dutch edm']
Bless You,Save Me,7cgG4VayFME68jToNQyEJH,41,0YFOK5sYNqbCJEgD0xOti9,1,[]
Jax Jones,Whistle (feat. Calum Scott),4q05KbxYZ5JdkmrletgPjF,83,4Q6nIcaBED8qUel8bBx6Cr,1,"['dance pop', 'edm', 'house', 'pop dance', 'uk dance', 'uk pop']"
Nu Aspect,Sinner,1WumDA51R5dHvmRVhmoP6t,71,4NhRml5ZOfNaYJAHUE0XwT,1,['bassline']
Feb,Lose My Breath,6gxVV1r9nHe9M6BNAwDD38,40,6lc0muqqPZVQsaTsNCyuRa,1,['tech house']
Marc Benjamin,Found Love,52jJKR0TEmEqEibvZcxozY,39,05KjvP5zdwtEIgEazqblZw,1,"['big room', 'dutch edm', 'slap house']"
Mosimann,Milkshake,10Nmb8R4aYt93qHkHoeckY,38,7sAqpkrQBaOkddsv1Tz1XK,1,['french pop']
DEW,Superstar,03VWanDhJbtypWQ2hMhkDX,38,2vmOFh6rLOZVBsAMvfimr3,1,[]
ACRAZE,Do It To It,20on25jryn53hWghthWWW3,83,4pnp4w9g30yLfVIAFnZMRd,1,"['pop dance', 'tech house']"
SAINT.,Someone Else 's Love,3R4titXnzWyZzV7aYjKshT,16,4PJPu8KnXK18EAZheLcxwK,1,[]
Calvin Harris,Miracle (with Ellie Goulding),5eTaQYBE1yrActixMAeLcZ,90,7CajNmpbOovFoOoasH2HaY,1,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']"
Ugg'A,Libre,58S6bHSWgI9mFiTBlWy56R,29,2eAVygHxvbYA7CtF7bv5vC,1,[]
SAINT.,Stay Right Here,0IDGbb3NY9pJoMzfkI4Jt4,39,4PJPu8KnXK18EAZheLcxwK,1,[]
JLV,Into Me,2GCAF5wMsd2UxtW3gr6pqv,33,5CBNhusqki2s2jp4Lo6i2L,1,"['chill house', 'pop edm']"
Deepend,Summer Of Love,4S789WIWjSwjwHysiP7EMm,33,0uGApGjjFXKwUOAqYBeX7B,1,"['deep house', 'deep tropical house', 'tropical house']"
Martin Jensen,Worship You,3sfqnnaJ6MkUO32W89jVup,42,4ehtJnVumNf6xzSCDk8aLB,1,"['danish electronic', 'pop dance']"
Peer Pressure,Lose It,00SR68yKLJwnJqHICX8SZx,38,7ecIJx38Dwdtdguyzhvt4k,1,[]
Mafo,Memories,2wmcHrj6taqCnP0KKWp9JR,32,320pR8mB5EktKcwRSAm3Ms,1,[]
TOOMANYLEFTHANDS,Mucho Mambo (Sway),0vN51nuMbDqI6tZQekIFB6,38,5tCPpDoXfTKy5yTongtDAT,1,"['danish electronic', 'scandipop']"
Cladigal,Someone Else,0kgngvN1pR1MHDGV3KilPe,28,6xolTfoP9iAYak6NtI6xIV,1,[]
TECH IT DEEP,Maria Maria,4wP6mzWZC94dYmU6OYeljf,75,0zG1jPdH10g3d0dZINMYkw,1,[]
Badscandal,So High,5LwFDxTnyK4GWhLmp2ChUb,25,29kaubgb6Esvwu0idVndGy,1,['covertronica']
Harrison,Flowers (feat. STORi),4g7DaZ1itKdxqVJqGdb0HP,37,58O8UPrTdl4u2buM0skj94,1,[]
Wadi,NOW!,3laOhd9QWAHXpOS5AQZ8Rz,36,0cg1dZt1fxg4ei0nXsrxNg,1,[]
Morten Hampenberg,Easy,5sDsJTZWHoXZfLgVXzW6fb,34,2WBWT3U7OrHDODuZo8n5ee,1,['danish electronic']
Harrison,As It Was,63XMsFx754msFFp4u88Lyy,38,58O8UPrTdl4u2buM0skj94,1,[]
Alok,All By Myself,5Hp4xFihdOE2dmDzxWcBFb,78,0NGAZxHanS9e0iNHpR8f2W,1,"['electro house', 'pop nacional', 'sertanejo universitario', 'slap house']"
WISEKIDS,Go,0N39VNE62y5Ln2z4zWvypj,33,6OXzciYkZCsfLnechSnFR2,1,[]
INNERVERSE,Allein Allein,2bpHc7nCduKQWJVNqJ4mDj,67,0lIiVp6FVbJR2utszYQhNf,1,[]
Low Blow,Consumers,3J9tou6tbZLBJ9MrvIA0EK,32,4Jr5ULT8PKTOiBhTUZR9RQ,1,[]
Martin Jensen,What A Night,2KRZKioWRWSmqo01Uq32RN,56,4ehtJnVumNf6xzSCDk8aLB,1,"['danish electronic', 'pop dance']"
BUTTER,No Superstar (feat. Boxter),26rEP2SajbK5tihvIIjyq7,35,5SOSqzQyhsHTTuxAMGPkaO,1,[]
Ian Storm,Compasso Brasileiro (feat. Denise Krammer),6edsNtaVJzuBJjAGt6IhoX,34,6fllSzvyC7OruOFZisOELq,1,['dutch edm']
Willy Beaman,Willing To Give,4tOQlhYV8uAfCHTLctSygb,30,0ZdCJB39o81l85QK7PgTTe,1,[]
WISEKIDS,Pump Up The Jam,5EMHkOawMV6ziGsWTQ5mww,34,6OXzciYkZCsfLnechSnFR2,1,[]
SilkandStones,Darkest Before Dawn,1wAWAzMwQZIue5P3tvBAiV,33,2iGG4lhqUPgM5g8bA6YKSj,1,[]
MEDUZA,Bad Memories (feat. Elley Duhé & FAST BOY),3rb0tMq42WfggucPm0HHkA,85,0xRXCcSX89eobfrshSVdyu,1,"['edm', 'pop dance', 'pop house', 'uk dance']"
Bless You,Nostalgia,5mPpZmcET8IClgFoCvX4wc,36,0YFOK5sYNqbCJEgD0xOti9,1,[]
Badscandal,Obsession,76gGrpTMHp1F5H6bcUjbxl,30,29kaubgb6Esvwu0idVndGy,1,['covertronica']
Mosimann,The Funk Phenomena,76BNldyivp9gtiWEyWYxsM,31,7sAqpkrQBaOkddsv1Tz1XK,1,['french pop']
RIBOE,Blessings,6g0KrLgEhKk4sLzmiZaLBd,31,0H1jZLyGbur9vHWyUbKgw1,1,[]
Harrison,Unholy (feat. STORi),7m8NB6FM7ZG9Doxo9WlmeV,34,58O8UPrTdl4u2buM0skj94,1,[]
Boye & Sigvardt,Move,23JOBt7RV42oB3VGTADrGO,31,5waIYqZSsMaTQqdL4QnqyR,1,"['danish electronic', 'pop edm']"
WISEKIDS,Return Of The Mack,3M99nYJGOVmffalATkzDkX,34,6OXzciYkZCsfLnechSnFR2,1,[]
MÖWE,4AM (feat. Sinikka Monte),7E7uyDsfg2GPq4T2DLQaXP,43,4S8NmgM7oJ188sKp1waZpy,1,['deep tropical house']
Karma Child,Celebrities,6juvcBLMK4L2GtIA4GzDq6,32,4BThBqcTzRGFRvbddMykk7,1,[]
David Guetta,I'm Good (Blue),4uUG5RXrOk84mYEfFvj3cK,93,1Cs0zKBU1kc0i8ypK3B9ai,1,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']"
The High,SexyBack,0zwpMtGTR0uPVw212hU65j,31,5mKNjpx3SmjNqtxQTmuo9Z,1,[]
Gil Glaze,U Can't,6gHEqt6G3zzslXN0i2Xnxs,27,6pNzdcgIaKQKsYNS5agP4V,1,['swiss pop']
loafers,Papaoutai,0f01JwLlakcpiGoigEHLSv,31,4O8EiXZbelscSDs7TgOXHc,1,['covertronica']
Elton John,Cold Heart - Claptone Remix,3ck2KxuP99yTwWzdf8piiC,64,3PhoLpVuITZKcymswpck5b,1,"['glam rock', 'mellow gold', 'piano rock', 'rock']"
Wadi,Dance So Well,3yMuP1l8BqhaylxWkuCLBm,30,0cg1dZt1fxg4ei0nXsrxNg,1,[]
Martin Jensen,Days Like This,7DligtoRPXrRqUQRD0wz1n,36,4ehtJnVumNf6xzSCDk8aLB,1,"['danish electronic', 'pop dance']"
EC Twins,Let's All Chant,76kEMk3O730fMSvKnHmH9d,30,6QACkIioo2Na2EKEwJzCKK,1,[]
Adam Juhl,Calm Me Down,6PGn94ZIu6g8nCwOUuxvf2,33,4rn186NqgR9V9p1ogZSEH7,1,[]
Tom Enzy,All Designer - Tom Enzy Remix,5v5I7Gn4BItEtTtjOqKzq5,33,6Nva7JhU0nL9SZ8ZvJni6O,1,['slap house']
Harrison,Heat Waves,57lio22IReowFvXxaRGxA4,33,58O8UPrTdl4u2buM0skj94,1,[]
Kastelo,We Speak No Americano,1oeFuVvnNGCho9zO7WxwLJ,30,2KmU3cHtzAMUFFEQPHF8ON,1,['slap house']
MÖWE,Good Things,5HqE39vRYVwIXOmMKd9Sb3,44,4S8NmgM7oJ188sKp1waZpy,1,['deep tropical house']
Harrison,Drowning (feat. Grey Zez),7unT8Xypvywz4uBuCfc7Hg,31,58O8UPrTdl4u2buM0skj94,1,[]
Dillistone,Over You,0UZS8SBXA00YYxkwrjQqTp,40,7ypPN35cJ9wfF2Zs7aYS33,1,['pop edm']
WISEKIDS,Aloha!,6Un5iA6xu9ciZ4udPqAqYK,41,6OXzciYkZCsfLnechSnFR2,1,[]
Tom Enzy,Shut Up,3A704fXV313QmV7SIGEdVe,32,6Nva7JhU0nL9SZ8ZvJni6O,1,['slap house']
Martin Jensen,Don't Play Games (feat. SELAH),0CVbNfzex8UocMlfKhcpQ1,45,4ehtJnVumNf6xzSCDk8aLB,1,"['danish electronic', 'pop dance']"
Feb,Don't Stop The Music,7vsNEZ1uhphvl13RmJlZjh,36,6lc0muqqPZVQsaTsNCyuRa,1,['tech house']
Futuristic Polar Bears,Damaged - 2023 Piano Mix,45McujKVKMLsq8kLazwcRb,29,47v4vGA1qCl7hyevSkpRM7,1,"['big room', 'progressive electro house', 'sky room']"
Avicii,Levels - Radio Edit,5UqCQaDshqbIk3pkhy4Pjg,82,1vCWHaC5f2uS3yhpwWbIA6,1,"['edm', 'pop', 'pop dance']"
Jacob Bech,Can't Go Home,0MnnIjj5ZVEASB9bJPylKO,24,4zX11Ae7Hn6t2Mzvth7eHv,1,[]
ZEXTONE,IDK,3T72t9omDieTDzkz1zWBT5,28,0t2rVUFJxfR071gkSIwiCC,1,[]
Carl Clarks,Shape Of My Heart (feat. Only Romeo) - Michael Ford Remix,0OooGQYQ7coGBX3tgdMUJC,25,3OE3dz6RhP1rdri5pcQY0c,1,[]
Calvin Harris,Feel So Close - Radio Edit,6Wtc1K3dvTIEsWU3rSIZXn,54,7CajNmpbOovFoOoasH2HaY,1,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']"
Sandeville,Vodka Soda,2D2MgergMBwMwgOL0I12d3,29,2l3hKaFThCf5oYsFUv25RH,1,"['brazilian house', 'slap house']"
Kato,Hollaback Girl,2Ze7IymEfWUEWMMJrP3KTz,37,1udruffum7CorOphFUMB9A,1,"['danish electronic', 'danish pop']"
Martin Jensen,Running,2VN3QrKl8iAgElarbGLYRC,35,4ehtJnVumNf6xzSCDk8aLB,1,"['danish electronic', 'pop dance']"
